year,state,district,inside_descrip,inside_code,description,cook_code,mean_rating
2014,CA,29,Currently Safe Democrat,4,Solid D,4,4
2014,CA,30,Currently Safe Democrat,4,Solid D,4,4
2014,CA,31,Lean Democrat,2,Lean D,2,2
2014,CA,32,Currently Safe Democrat,4,Solid D,4,4
2014,CA,33,Currently Safe Democrat,4,Solid D,4,4
2014,CA,34,Currently Safe Democrat,4,Solid D,4,4
2014,CA,35,Currently Safe Democrat,4,Solid D,4,4
2014,CA,36,Currently Safe Democrat,4,Lean D,2,3
2014,CA,37,Currently Safe Democrat,4,Solid D,4,4
2014,CA,38,Currently Safe Democrat,4,Solid D,4,4
2014,CA,39,Currently Safe Republican,-4,Solid R,-4,-4
2014,CA,40,Currently Safe Democrat,4,Solid D,4,4
2014,CA,41,Currently Safe Democrat,4,Solid D,4,4
2014,CA,42,Currently Safe Republican,-4,Solid R,-4,-4
2014,CA,43,Currently Safe Democrat,4,Solid D,4,4
2014,CA,44,Currently Safe Democrat,4,Solid D,4,4
2014,CA,45,Currently Safe Republican,-4,Solid R,-4,-4
2014,CA,46,Currently Safe Democrat,4,Solid D,4,4
2014,CA,47,Currently Safe Democrat,4,Solid D,4,4
2014,CA,48,Currently Safe Republican,-4,Solid R,-4,-4
2014,CA,49,Currently Safe Republican,-4,Solid R,-4,-4
2014,CA,50,Currently Safe Republican,-4,Solid R,-4,-4
2014,CA,51,Currently Safe Democrat,4,Solid D,4,4
2014,CA,52,Pure Toss-up,0,Tossup D,1,0.5
2014,CA,53,Currently Safe Democrat,4,Solid D,4,4
2014,CO,1,Currently Safe Democrat,4,Solid D,4,4
2014,CO,2,Currently Safe Democrat,4,Solid D,4,4
2014,CO,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,CO,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,CO,5,Currently Safe Republican,-4,Solid R,-4,-4
2014,CO,6,Toss-up/Tilt Republican,-1,Lean R,-2,-1.5
2014,CO,7,Currently Safe Democrat,4,Solid D,4,4
2014,CT,1,Currently Safe Democrat,4,Solid D,4,4
2014,CT,2,Currently Safe Democrat,4,Solid D,4,4
2014,CT,3,Currently Safe Democrat,4,Solid D,4,4
2014,CT,4,Currently Safe Democrat,4,Solid D,4,4
2014,CT,5,Currently Safe Democrat,4,Likely D,3,3.5
2014,DE,0,Currently Safe Democrat,4,Solid D,4,4
2014,FL,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,FL,2,Pure Toss-up,0,Tossup R,-1,-0.5
2014,FL,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,FL,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,FL,5,Currently Safe Democrat,4,Solid D,4,4
2014,FL,6,Currently Safe Republican,-4,Solid R,-4,-4
2014,FL,7,Currently Safe Republican,-4,Solid R,-4,-4
2014,FL,8,Currently Safe Republican,-4,Solid R,-4,-4
2014,FL,9,Currently Safe Democrat,4,Solid D,4,4
2014,FL,10,Currently Safe Republican,-4,Solid R,-4,-4
2014,FL,11,Currently Safe Republican,-4,Solid R,-4,-4
2014,FL,12,Currently Safe Republican,-4,Solid R,-4,-4
2014,FL,13,Currently Safe Republican,-4,Solid R,-4,-4
2014,FL,14,Currently Safe Democrat,4,Solid D,4,4
2014,FL,15,Currently Safe Republican,-4,Solid R,-4,-4
2014,FL,16,Currently Safe Republican,-4,Solid R,-4,-4
2014,FL,17,Currently Safe Republican,-4,Solid R,-4,-4
2014,FL,18,Currently Safe Democrat,4,Likely D,3,3.5
2014,FL,19,Currently Safe Republican,-4,Solid R,-4,-4
2014,FL,20,Currently Safe Democrat,4,Solid D,4,4
2014,FL,21,Currently Safe Democrat,4,Solid D,4,4
2014,FL,22,Currently Safe Democrat,4,Solid D,4,4
2014,FL,23,Currently Safe Democrat,4,Solid D,4,4
2014,FL,24,Currently Safe Democrat,4,Solid D,4,4
2014,FL,25,Currently Safe Republican,-4,Solid R,-4,-4
2014,FL,26,Toss-up/Tilt Republican,-1,Tossup D,1,0
2014,FL,27,Currently Safe Republican,-4,Solid R,-4,-4
2014,GA,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,GA,2,Currently Safe Democrat,4,Solid D,4,4
2014,GA,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,GA,4,Currently Safe Democrat,4,Solid D,4,4
2014,GA,5,Currently Safe Democrat,4,Solid D,4,4
2014,GA,6,Currently Safe Republican,-4,Solid R,-4,-4
2014,GA,7,Currently Safe Republican,-4,Solid R,-4,-4
2014,GA,8,Currently Safe Republican,-4,Solid R,-4,-4
2014,GA,9,Currently Safe Republican,-4,Solid R,-4,-4
2014,GA,10,Currently Safe Republican,-4,Solid R,-4,-4
2014,GA,11,Currently Safe Republican,-4,Solid R,-4,-4
2014,GA,12,Lean Democrat,2,Tossup D,1,1.5
2014,GA,13,Currently Safe Democrat,4,Solid D,4,4
2014,GA,14,Currently Safe Republican,-4,Solid R,-4,-4
2014,HI,1,Lean Democrat,2,Lean D,2,2
2014,HI,2,Currently Safe Democrat,4,Solid D,4,4
2014,ID,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,ID,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,IL,1,Currently Safe Democrat,4,Solid D,4,4
2014,IL,2,Currently Safe Democrat,4,Solid D,4,4
2014,IL,3,Currently Safe Democrat,4,Solid D,4,4
2014,IL,4,Currently Safe Democrat,4,Solid D,4,4
2014,IL,5,Currently Safe Democrat,4,Solid D,4,4
2014,IL,6,Currently Safe Republican,-4,Solid R,-4,-4
2014,IL,7,Currently Safe Democrat,4,Solid D,4,4
2014,IL,8,Currently Safe Democrat,4,Likely D,3,3.5
2014,IL,9,Currently Safe Democrat,4,Solid D,4,4
2014,IL,10,Pure Toss-up,0,Tossup D,1,0.5
2014,IL,11,Currently Safe Democrat,4,Likely D,3,3.5
2014,IL,12,Toss-up/Tilt Republican,-1,Tossup D,1,0
2014,IL,13,Currently Safe Republican,-4,Likely R,-3,-3.5
2014,IL,14,Currently Safe Republican,-4,Solid R,-4,-4
2014,IL,15,Currently Safe Republican,-4,Solid R,-4,-4
2014,IL,16,Currently Safe Republican,-4,Solid R,-4,-4
2014,IL,17,Democrat Favored,3,Lean D,2,2.5
2014,IL,18,Currently Safe Republican,-4,Solid R,-4,-4
2014,IN,1,Currently Safe Democrat,4,Solid D,4,4
2014,IN,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,IN,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,IN,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,IN,5,Currently Safe Republican,-4,Solid R,-4,-4
2014,IN,6,Currently Safe Republican,-4,Solid R,-4,-4
2014,IN,7,Currently Safe Democrat,4,Solid D,4,4
2014,IN,8,Currently Safe Republican,-4,Solid R,-4,-4
2014,IN,9,Currently Safe Republican,-4,Solid R,-4,-4
2014,IA,1,Pure Toss-up,0,Tossup D,1,0.5
2014,IA,2,Lean Democrat,2,Lean D,2,2
2014,IA,3,Pure Toss-up,0,Tossup R,-1,-0.5
2014,IA,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,KS,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,KS,2,Currently Safe Republican,-4,Likely R,-3,-3.5
2014,KS,3,Currently Safe Republican,-4,Likely R,-3,-3.5
2014,KS,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,KY,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,KY,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,KY,3,Currently Safe Democrat,4,Solid D,4,4
2014,KY,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,KY,5,Currently Safe Republican,-4,Solid R,-4,-4
2014,KY,6,Currently Safe Republican,-4,Solid R,-4,-4
2014,LA,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,LA,2,Currently Safe Democrat,4,Solid D,4,4
2014,LA,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,LA,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,LA,5,Currently Safe Republican,-4,Solid R,-4,-4
2014,LA,6,Currently Safe Republican,-4,Solid R,-4,-4
2014,ME,1,Currently Safe Democrat,4,Solid D,4,4
2014,ME,2,Lean Democrat,2,Lean D,2,2
2014,MD,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,MD,2,Currently Safe Democrat,4,Solid D,4,4
2014,MD,3,Currently Safe Democrat,4,Solid D,4,4
2014,MD,4,Currently Safe Democrat,4,Solid D,4,4
2014,MD,5,Currently Safe Democrat,4,Solid D,4,4
2014,MD,6,Currently Safe Democrat,4,Likely D,3,3.5
2014,MD,7,Currently Safe Democrat,4,Solid D,4,4
2014,MD,8,Currently Safe Democrat,4,Solid D,4,4
2014,MA,1,Currently Safe Democrat,4,Solid D,4,4
2014,MA,2,Currently Safe Democrat,4,Solid D,4,4
2014,MA,3,Currently Safe Democrat,4,Solid D,4,4
2014,MA,4,Currently Safe Democrat,4,Solid D,4,4
2014,MA,5,Currently Safe Democrat,4,Solid D,4,4
2014,MA,6,Toss-up/Tilt Democrat,1,Lean D,2,1.5
2014,MA,7,Currently Safe Democrat,4,Solid D,4,4
2014,MA,8,Currently Safe Democrat,4,Solid D,4,4
2014,MA,9,Democrat Favored,3,Likely D,3,3
2014,MI,1,Republican Favored,-3,Likely R,-3,-3
2014,MI,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,MI,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,MI,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,MI,5,Currently Safe Democrat,4,Solid D,4,4
2014,MI,6,Currently Safe Republican,-4,Likely R,-3,-3.5
2014,MI,7,Currently Safe Republican,-4,Solid R,-4,-4
2014,MI,8,Currently Safe Republican,-4,Solid R,-4,-4
2014,MI,9,Currently Safe Democrat,4,Solid D,4,4
2014,MI,10,Currently Safe Republican,-4,Solid R,-4,-4
2014,MI,11,Currently Safe Republican,-4,Likely R,-3,-3.5
2014,MI,12,Currently Safe Democrat,4,Solid D,4,4
2014,MI,13,Currently Safe Democrat,4,Solid D,4,4
2014,MI,14,Currently Safe Democrat,4,Solid D,4,4
2014,MN,1,Currently Safe Democrat,4,Likely D,3,3.5
2014,MN,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,MN,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,MN,4,Currently Safe Democrat,4,Solid D,4,4
2014,MN,5,Currently Safe Democrat,4,Solid D,4,4
2014,MN,6,Currently Safe Republican,-4,Solid R,-4,-4
2014,MN,7,Lean Democrat,2,Lean D,2,2
2014,MN,8,Pure Toss-up,0,Tossup D,1,0.5
2014,MS,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,MS,2,Currently Safe Democrat,4,Solid D,4,4
2014,MS,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,MS,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,MO,1,Currently Safe Democrat,4,Solid D,4,4
2014,MO,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,MO,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,MO,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,MO,5,Currently Safe Democrat,4,Solid D,4,4
2014,MO,6,Currently Safe Republican,-4,Solid R,-4,-4
2014,MO,7,Currently Safe Republican,-4,Solid R,-4,-4
2014,MO,8,Currently Safe Republican,-4,Solid R,-4,-4
2014,MT,0,Currently Safe Republican,-4,Likely R,-3,-3.5
2014,NE,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,NE,2,Toss-up/Tilt Democrat,1,Tossup R,-1,0
2014,NE,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,NV,1,Currently Safe Democrat,4,Solid D,4,4
2014,NV,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,NV,3,Currently Safe Republican,-4,Likely R,-3,-3.5
2014,NV,4,Democrat Favored,3,Lean D,2,2.5
2014,NH,1,Toss-up/Tilt Democrat,1,Tossup D,1,1
2014,NH,2,Lean Democrat,2,Lean D,2,2
2014,NJ,1,Currently Safe Democrat,4,Solid D,4,4
2014,NJ,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,NJ,3,Lean Republican,-2,Lean R,-2,-2
2014,NJ,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,NJ,5,Currently Safe Republican,-4,Likely R,-3,-3.5
2014,NJ,6,Currently Safe Democrat,4,Solid D,4,4
2014,NJ,7,Currently Safe Republican,-4,Solid R,-4,-4
2014,NJ,8,Currently Safe Democrat,4,Solid D,4,4
2014,NJ,9,Currently Safe Democrat,4,Solid D,4,4
2014,NJ,10,Currently Safe Democrat,4,Solid D,4,4
2014,NJ,11,Currently Safe Republican,-4,Solid R,-4,-4
2014,NJ,12,Currently Safe Democrat,4,Solid D,4,4
2014,NM,1,Currently Safe Democrat,4,Solid D,4,4
2014,NM,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,NM,3,Currently Safe Democrat,4,Solid D,4,4
2014,NY,1,Pure Toss-up,0,Tossup D,1,0.5
2014,NY,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,NY,3,Currently Safe Democrat,4,Solid D,4,4
2014,NY,4,Currently Safe Democrat,4,Likely D,3,3.5
2014,NY,5,Currently Safe Democrat,4,Solid D,4,4
2014,NY,6,Currently Safe Democrat,4,Solid D,4,4
2014,NY,7,Currently Safe Democrat,4,Solid D,4,4
2014,NY,8,Currently Safe Democrat,4,Solid D,4,4
2014,NY,9,Currently Safe Democrat,4,Solid D,4,4
2014,NY,10,Currently Safe Democrat,4,Solid D,4,4
2014,NY,11,Toss-up/Tilt Republican,-1,Lean R,-2,-1.5
2014,NY,12,Currently Safe Democrat,4,Solid D,4,4
2014,NY,13,Currently Safe Democrat,4,Solid D,4,4
2014,NY,14,Currently Safe Democrat,4,Solid D,4,4
2014,NY,15,Currently Safe Democrat,4,Solid D,4,4
2014,NY,16,Currently Safe Democrat,4,Solid D,4,4
2014,NY,17,Currently Safe Democrat,4,Solid D,4,4
2014,NY,18,Toss-up/Tilt Democrat,1,Tossup D,1,1
2014,NY,19,Currently Safe Republican,-4,Likely R,-3,-3.5
2014,NY,20,Currently Safe Democrat,4,Solid D,4,4
2014,NY,21,Currently Safe Republican,-4,Likely R,-3,-3.5
2014,NY,22,Currently Safe Republican,-4,Solid R,-4,-4
2014,NY,23,Currently Safe Republican,-4,Solid R,-4,-4
2014,NY,24,Toss-up/Tilt Democrat,1,Tossup D,1,1
2014,NY,25,Currently Safe Democrat,4,Solid D,4,4
2014,NY,26,Currently Safe Democrat,4,Solid D,4,4
2014,NY,27,Currently Safe Republican,-4,Solid R,-4,-4
2014,NC,1,Currently Safe Democrat,4,Solid D,4,4
2014,NC,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,NC,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,NC,4,Currently Safe Democrat,4,Solid D,4,4
2014,NC,5,Currently Safe Republican,-4,Solid R,-4,-4
2014,NC,6,Currently Safe Republican,-4,Solid R,-4,-4
2014,NC,7,Currently Safe Republican,-4,Likely R,-3,-3.5
2014,NC,8,Currently Safe Republican,-4,Solid R,-4,-4
2014,NC,9,Currently Safe Republican,-4,Solid R,-4,-4
2014,NC,10,Currently Safe Republican,-4,Solid R,-4,-4
2014,NC,11,Currently Safe Republican,-4,Solid R,-4,-4
2014,NC,12,Currently Safe Democrat,4,Solid D,4,4
2014,NC,13,Currently Safe Republican,-4,Solid R,-4,-4
2014,ND,0,Currently Safe Republican,-4,Likely R,-3,-3.5
2014,OH,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,OH,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,OH,3,Currently Safe Democrat,4,Solid D,4,4
2014,OH,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,OH,5,Currently Safe Republican,-4,Solid R,-4,-4
2014,OH,6,Currently Safe Republican,-4,Solid R,-4,-4
2014,OH,7,Currently Safe Republican,-4,Solid R,-4,-4
2014,OH,8,Currently Safe Republican,-4,Solid R,-4,-4
2014,OH,9,Currently Safe Democrat,4,Solid D,4,4
2014,OH,10,Currently Safe Republican,-4,Solid R,-4,-4
2014,OH,11,Currently Safe Democrat,4,Solid D,4,4
2014,OH,12,Currently Safe Republican,-4,Solid R,-4,-4
2014,OH,13,Currently Safe Democrat,4,Solid D,4,4
2014,OH,14,Currently Safe Republican,-4,Solid R,-4,-4
2014,OH,15,Currently Safe Republican,-4,Solid R,-4,-4
2014,OH,16,Currently Safe Republican,-4,Solid R,-4,-4
2014,OK,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,OK,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,OK,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,OK,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,OK,5,Currently Safe Republican,-4,Solid R,-4,-4
2014,OR,1,Currently Safe Democrat,4,Solid D,4,4
2014,OR,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,OR,3,Currently Safe Democrat,4,Solid D,4,4
2014,OR,4,Currently Safe Democrat,4,Solid D,4,4
2014,OR,5,Currently Safe Democrat,4,Solid D,4,4
2014,PA,1,Currently Safe Democrat,4,Solid D,4,4
2014,PA,2,Currently Safe Democrat,4,Solid D,4,4
2014,PA,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,PA,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,PA,5,Currently Safe Republican,-4,Solid R,-4,-4
2014,PA,6,Republican Favored,-3,Likely R,-3,-3
2014,PA,7,Currently Safe Republican,-4,Solid R,-4,-4
2014,PA,8,Currently Safe Republican,-4,Solid R,-4,-4
2014,PA,9,Currently Safe Republican,-4,Solid R,-4,-4
2014,PA,10,Currently Safe Republican,-4,Solid R,-4,-4
2014,PA,11,Currently Safe Republican,-4,Solid R,-4,-4
2014,PA,12,Currently Safe Republican,-4,Solid R,-4,-4
2014,PA,13,Currently Safe Democrat,4,Solid D,4,4
2014,PA,14,Currently Safe Democrat,4,Solid D,4,4
2014,PA,15,Currently Safe Republican,-4,Solid R,-4,-4
2014,PA,16,Currently Safe Republican,-4,Solid R,-4,-4
2014,PA,17,Currently Safe Democrat,4,Solid D,4,4
2014,PA,18,Currently Safe Republican,-4,Solid R,-4,-4
2014,RI,1,Currently Safe Democrat,4,Solid D,4,4
2014,RI,2,Currently Safe Democrat,4,Solid D,4,4
2014,SC,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,SC,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,SC,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,SC,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,SC,5,Currently Safe Republican,-4,Solid R,-4,-4
2014,SC,6,Currently Safe Democrat,4,Solid D,4,4
2014,SC,7,Currently Safe Republican,-4,Solid R,-4,-4
2014,SD,0,Currently Safe Republican,-4,Solid R,-4,-4
2014,TN,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,TN,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,TN,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,TN,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,TN,5,Currently Safe Democrat,4,Solid D,4,4
2014,TN,6,Currently Safe Republican,-4,Solid R,-4,-4
2014,TN,7,Currently Safe Republican,-4,Solid R,-4,-4
2014,TN,8,Currently Safe Republican,-4,Solid R,-4,-4
2014,TN,9,Currently Safe Democrat,4,Solid D,4,4
2014,TX,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,5,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,6,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,7,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,8,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,9,Currently Safe Democrat,4,Solid D,4,4
2014,TX,10,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,11,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,12,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,13,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,14,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,15,Currently Safe Democrat,4,Solid D,4,4
2014,TX,16,Currently Safe Democrat,4,Solid D,4,4
2014,TX,17,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,18,Currently Safe Democrat,4,Solid D,4,4
2014,TX,19,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,20,Currently Safe Democrat,4,Solid D,4,4
2014,TX,21,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,22,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,23,Lean Democrat,2,Lean D,2,2
2014,TX,24,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,25,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,26,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,27,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,28,Currently Safe Democrat,4,Solid D,4,4
2014,TX,29,Currently Safe Democrat,4,Solid D,4,4
2014,TX,30,Currently Safe Democrat,4,Solid D,4,4
2014,TX,31,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,32,Currently Safe Republican,-4,Solid R,-4,-4
2014,TX,33,Currently Safe Democrat,4,Solid D,4,4
2014,TX,34,Currently Safe Democrat,4,Solid D,4,4
2014,TX,35,Currently Safe Democrat,4,Solid D,4,4
2014,TX,36,Currently Safe Republican,-4,Solid R,-4,-4
2014,UT,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,UT,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,UT,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,UT,4,Currently Safe Republican,-4,Likely R,-3,-3.5
2014,VT,0,Currently Safe Democrat,4,Solid D,4,4
2014,VA,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,VA,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,VA,3,Currently Safe Democrat,4,Solid D,4,4
2014,VA,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,VA,5,Currently Safe Republican,-4,Solid R,-4,-4
2014,VA,6,Currently Safe Republican,-4,Solid R,-4,-4
2014,VA,7,Currently Safe Republican,-4,Solid R,-4,-4
2014,VA,8,Currently Safe Democrat,4,Solid D,4,4
2014,VA,9,Currently Safe Republican,-4,Solid R,-4,-4
2014,VA,10,Lean Republican,-2,Lean R,-2,-2
2014,VA,11,Currently Safe Democrat,4,Solid D,4,4
2014,WA,1,Currently Safe Democrat,4,Likely D,3,3.5
2014,WA,2,Currently Safe Democrat,4,Solid D,4,4
2014,WA,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,WA,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,WA,5,Currently Safe Republican,-4,Solid R,-4,-4
2014,WA,6,Currently Safe Democrat,4,Solid D,4,4
2014,WA,7,Currently Safe Democrat,4,Solid D,4,4
2014,WA,8,Currently Safe Republican,-4,Solid R,-4,-4
2014,WA,9,Currently Safe Democrat,4,Solid D,4,4
2014,WA,10,Currently Safe Democrat,4,Solid D,4,4
2014,WV,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,WV,2,Toss-up/Tilt Republican,-1,Tossup R,-1,-1
2014,WV,3,Pure Toss-up,0,Tossup D,1,0.5
2014,WI,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,WI,2,Currently Safe Democrat,4,Solid D,4,4
2014,WI,3,Currently Safe Democrat,4,Solid D,4,4
2014,WI,4,Currently Safe Democrat,4,Solid D,4,4
2014,WI,5,Currently Safe Republican,-4,Solid R,-4,-4
2014,WI,6,Currently Safe Republican,-4,Likely R,-3,-3.5
2014,WI,7,Currently Safe Republican,-4,Solid R,-4,-4
2014,WI,8,Currently Safe Republican,-4,Solid R,-4,-4
2014,WY,0,Currently Safe Republican,-4,Solid R,-4,-4
2016,AL,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,AL,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,AL,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,AL,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,AL,5,Currently Safe Republican,-4,Solid R,-4,-4
2016,AL,6,Currently Safe Republican,-4,Solid R,-4,-4
2016,AL,7,Currently Safe Democrat,4,Solid D,4,4
2016,AK,0,Currently Safe Republican,-4,Lean R,-2,-3
2016,AZ,1,Lean Democrat,2,Lean D,2,2
2016,AZ,2,Currently Safe Republican,-4,Likely R,-3,-3.5
2016,AZ,3,Currently Safe Democrat,4,Solid D,4,4
2016,AZ,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,AZ,5,Currently Safe Republican,-4,Solid R,-4,-4
2016,AZ,6,Currently Safe Republican,-4,Solid R,-4,-4
2016,AZ,7,Currently Safe Democrat,4,Solid D,4,4
2016,AZ,8,Currently Safe Republican,-4,Solid R,-4,-4
2016,AZ,9,Currently Safe Democrat,4,Solid D,4,4
2016,AR,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,AR,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,AR,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,AR,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,CA,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,CA,2,Currently Safe Democrat,4,Solid D,4,4
2016,CA,3,Currently Safe Democrat,4,Solid D,4,4
2016,CA,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,CA,5,Currently Safe Democrat,4,Solid D,4,4
2016,CA,6,Currently Safe Democrat,4,Solid D,4,4
2016,CA,7,Lean Democrat,2,Lean D,2,2
2016,CA,8,Currently Safe Republican,-4,Solid R,-4,-4
2016,CA,9,Currently Safe Democrat,4,Solid D,4,4
2016,CA,10,Lean Republican,-2,Tossup R,-1,-1.5
2016,CA,11,Currently Safe Democrat,4,Solid D,4,4
2016,CA,12,Currently Safe Democrat,4,Solid D,4,4
2016,CA,13,Currently Safe Democrat,4,Solid D,4,4
2016,CA,14,Currently Safe Democrat,4,Solid D,4,4
2016,CA,15,Currently Safe Democrat,4,Solid D,4,4
2016,CA,16,Currently Safe Democrat,4,Solid D,4,4
2016,CA,17,Currently Safe Democrat,4,Solid D,4,4
2016,CA,18,Currently Safe Democrat,4,Solid D,4,4
2016,CA,19,Currently Safe Democrat,4,Solid D,4,4
2016,CA,20,Currently Safe Democrat,4,Solid D,4,4
2016,CA,21,Republican Favored,-3,Lean R,-2,-2.5
2016,CA,22,Currently Safe Republican,-4,Solid R,-4,-4
2016,CA,23,Currently Safe Republican,-4,Solid R,-4,-4
2016,CA,24,Democrat Favored,3,Lean D,2,2.5
2016,CA,25,Republican Favored,-3,Tossup R,-1,-2
2016,CA,26,Currently Safe Democrat,4,Solid D,4,4
2016,CA,27,Currently Safe Democrat,4,Solid D,4,4
2016,CA,28,Currently Safe Democrat,4,Solid D,4,4
2016,CA,29,Currently Safe Democrat,4,Solid D,4,4
2016,CA,30,Currently Safe Democrat,4,Solid D,4,4
2016,CA,31,Currently Safe Democrat,4,Solid D,4,4
2016,CA,32,Currently Safe Democrat,4,Solid D,4,4
2016,CA,33,Currently Safe Democrat,4,Solid D,4,4
2016,CA,34,Currently Safe Democrat,4,Solid D,4,4
2016,CA,35,Currently Safe Democrat,4,Solid D,4,4
2016,CA,36,Currently Safe Democrat,4,Solid D,4,4
2016,CA,37,Currently Safe Democrat,4,Solid D,4,4
2016,CA,38,Currently Safe Democrat,4,Solid D,4,4
2016,CA,39,Currently Safe Republican,-4,Solid R,-4,-4
2016,CA,40,Currently Safe Democrat,4,Solid D,4,4
